,Unnamed: 0,Age,Married,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
352,352,75,Yes,,Yes,10.6,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,286.2
353,353,44,No,Offer E,Yes,3.34,No,Cable,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,571.05,23.38
354,354,58,No,Offer E,Yes,26.53,No,DSL,30.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.4,44.4,26.53
355,355,49,No,Offer D,Yes,1.36,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,85.25,1734.5,27.2
356,356,64,No,,Yes,29.53,Yes,Cable,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.75,6367.2,2067.1
357,357,35,No,,Yes,45.61,No,DSL,53.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,50.3,846.8,775.37
358,358,23,Yes,,Yes,6.09,Yes,DSL,41.0,Yes,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,66.5,4811.6,438.48
359,359,55,No,Offer D,Yes,9.04,No,DSL,8.0,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.8,1327.85,207.92
360,360,56,No,,Yes,34.49,No,Cable,22.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,51.0,354.05,241.43
361,361,78,No,,No,,,DSL,23.0,No,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,50.5,2566.3,0.0
362,362,30,No,Offer E,Yes,15.44,No,Fiber Optic,51.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.55,90.55,15.44
363,363,36,Yes,Offer E,Yes,19.0,No,Cable,8.0,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,54.75,445.85,152.0
364,364,46,Yes,,Yes,9.06,Yes,DSL,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,87.95,6365.35,643.26
365,365,59,Yes,,Yes,46.99,No,Cable,13.0,Yes,Yes,No,Yes,Yes,No,No,One Year,No,Credit Card,70.8,4448.8,2960.37
366,366,26,No,,Yes,21.45,Yes,Fiber Optic,85.0,Yes,Yes,Yes,Yes,Yes,No,No,One Year,No,Credit Card,104.5,6590.8,1351.35
367,367,68,No,Offer D,Yes,28.12,Yes,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,90.6,1660.0,534.28
368,368,78,No,Offer E,Yes,17.13,No,Fiber Optic,9.0,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,71.45,371.6,85.65
369,369,19,Yes,Offer A,Yes,5.7,No,,,,,,,,,,Two Year,No,Bank Withdrawal,21.0,1493.75,410.4
370,370,52,No,,Yes,3.14,No,,,,,,,,,,Month-to-Month,No,Mailed Check,-8.0,19.4,3.14
371,371,51,Yes,Offer B,No,,,DSL,21.0,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.3,2780.6,0.0
372,372,38,Yes,,Yes,12.12,Yes,Cable,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93.2,6506.15,860.52
373,373,43,Yes,,No,,,DSL,19.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,31.0,95.05,0.0
374,374,30,Yes,,Yes,8.21,Yes,,,,,,,,,,Two Year,Yes,Credit Card,24.25,1732.95,582.91
375,375,61,No,,Yes,34.81,No,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,417.72
376,376,49,No,,Yes,40.66,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,268.4,569.24
377,377,31,No,Offer E,Yes,9.81,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,9.81
378,378,56,No,,Yes,4.8,No,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35,4.8
379,379,77,Yes,Offer C,Yes,6.23,No,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,79.65,2365.15,186.9
380,380,40,Yes,,Yes,49.39,Yes,,,,,,,,,,Two Year,No,Credit Card,25.55,1714.95,3160.96
381,381,64,No,Offer B,Yes,40.83,No,Fiber Optic,21.0,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,2041.5
382,382,45,Yes,Offer B,Yes,9.85,No,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,403.85
383,383,30,Yes,,Yes,23.51,Yes,Fiber Optic,52.0,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.05,6981.35,1551.66
384,384,54,No,Offer D,Yes,2.19,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,1931.75,41.61
385,385,42,No,,Yes,32.78,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.65,4108.15,1311.2
386,386,48,No,,Yes,47.45,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,65.2,1043.35,759.2
387,387,66,No,Offer D,Yes,22.9,No,Fiber Optic,24.0,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,69.65,1043.3,366.4
388,388,73,No,Offer E,Yes,22.5,No,Fiber Optic,27.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,22.5
389,389,43,Yes,Offer D,Yes,31.08,Yes,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1056.95,341.88
390,390,49,Yes,,Yes,49.22,Yes,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,1968.8
391,391,39,No,,Yes,9.98,Yes,DSL,13.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,51.75,201.1,39.92
392,392,55,Yes,,Yes,18.42,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,1252.56
393,393,47,No,Offer E,Yes,42.55,No,DSL,30.0,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,55.05,102.75,85.1
394,394,20,Yes,Offer B,Yes,47.46,Yes,DSL,53.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.15,4916.95,2610.3
395,395,60,No,Offer B,Yes,9.36,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,608.4
396,396,71,Yes,,Yes,28.3,Yes,Fiber Optic,27.0,No,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,101.15,3741.85,1075.4
397,397,69,No,,Yes,18.58,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Two Year,Yes,Bank Withdrawal,-8.0,4931.8,1003.32
398,398,36,Yes,Offer B,Yes,27.88,Yes,DSL,5.0,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.8,4914.8,1700.68
399,399,75,No,Offer B,Yes,17.65,Yes,Fiber Optic,29.0,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,882.5
400,400,31,Yes,,Yes,48.7,Yes,,,,,,,,,,One Year,No,Bank Withdrawal,24.5,343.6,633.1
401,401,66,Yes,,Yes,39.49,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.8,7308.95,2764.3
402,402,37,Yes,,Yes,43.81,Yes,DSL,17.0,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,5460.2,3066.7
403,403,32,Yes,,Yes,16.09,Yes,Fiber Optic,53.0,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,1094.12
404,404,42,Yes,Offer B,Yes,6.49,No,DSL,22.0,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,50.25,2221.55,292.05
405,405,51,Yes,,Yes,18.47,Yes,Fiber Optic,75.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,1255.96
406,406,22,Yes,,Yes,30.83,No,,,,,,,,,,Two Year,No,Credit Card,20.35,191.1,277.47
407,407,23,Yes,,No,,,Cable,41.0,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,50.55,565.35,0.0
408,408,64,No,,Yes,48.38,No,Fiber Optic,8.0,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,85.3,781.4,435.42
409,409,51,No,Offer E,Yes,17.33,No,Fiber Optic,14.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.95,171.15,34.66
410,410,30,No,,Yes,26.26,No,Fiber Optic,30.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.55,222.3,78.78
411,411,30,Yes,Offer B,Yes,13.8,Yes,Fiber Optic,48.0,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,89.45,5692.65,883.2
412,412,73,No,,Yes,44.44,Yes,Fiber Optic,13.0,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,98.55,1842.8,888.8
413,413,35,No,,Yes,24.35,Yes,Fiber Optic,16.0,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,92.3,5731.45,1509.7
414,414,50,Yes,,Yes,8.44,No,Cable,21.0,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,1071.4,126.6
415,415,56,No,Offer E,Yes,3.13,No,Fiber Optic,5.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.95,79.95,3.13
416,416,72,Yes,Offer B,Yes,27.56,Yes,Fiber Optic,29.0,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.85,4275.75,1543.36
417,417,32,No,Offer B,Yes,2.45,No,Fiber Optic,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7,4730.6,115.15
418,418,61,Yes,Offer E,No,,,Cable,10.0,No,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,40.55,217.5,0.0
419,419,46,No,,Yes,29.7,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.3,803.3,267.3
420,420,64,No,Offer B,Yes,47.16,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,24.9,1195.25,2358.0
421,421,20,No,Offer D,Yes,17.14,No,DSL,48.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.4,611.65,205.68
422,422,51,Yes,Offer C,Yes,45.68,Yes,Cable,26.0,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.0,1923.85,1096.32
423,423,20,Yes,,Yes,11.68,Yes,,,,,,,,,,One Year,No,Bank Withdrawal,26.9,1250.85,548.96
424,424,28,Yes,Offer B,Yes,18.84,Yes,Cable,26.0,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card,78.35,3211.2,772.44
425,425,43,Yes,,Yes,27.95,Yes,,,,,,,,,,Two Year,No,Credit Card,25.25,1006.9,1118.0
426,426,32,Yes,Offer E,Yes,37.28,Yes,DSL,14.0,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,76.15,645.8,298.24
427,427,45,No,,Yes,19.22,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5,829.1,172.98
428,428,43,No,Offer C,Yes,17.64,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.15,536.35,441.0
429,429,61,Yes,,No,,,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0.0
430,430,39,Yes,,Yes,31.37,No,,,,,,,,,,Two Year,No,Credit Card,19.1,780.1,1254.8
431,431,31,Yes,Offer A,Yes,31.15,No,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,2180.5
432,432,66,No,,Yes,19.67,Yes,Fiber Optic,28.0,No,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,6503.2,1337.56
433,433,40,Yes,Offer A,Yes,9.72,Yes,Cable,15.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,80.85,5824.75,699.84
434,434,49,No,Offer A,Yes,2.83,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.05,1386.9,192.44
435,435,63,No,Offer E,Yes,48.31,No,Cable,22.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,44.45,44.45,48.31
436,436,47,No,,No,,,Cable,4.0,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,35.2,1463.7,0.0
437,437,43,Yes,,No,,,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,52.55,525.5,0.0
438,438,31,No,Offer E,Yes,4.41,No,DSL,30.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,44.1,44.1,4.41
439,439,50,No,,Yes,31.22,No,DSL,12.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.05,523.1,374.64
440,440,68,Yes,,Yes,38.5,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,2695.0
441,441,60,No,Offer C,Yes,47.33,Yes,,,,,,,,,,One Year,No,Bank Withdrawal,24.6,592.65,1135.92
442,442,59,No,,Yes,25.2,Yes,Cable,23.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.75,2028.8,630.0
443,443,26,Yes,,Yes,2.86,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.45,781.25,108.68
444,444,52,No,Offer E,Yes,7.64,No,Fiber Optic,27.0,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.65,145.15,15.28
445,445,44,No,,Yes,13.76,No,Cable,11.0,Yes,Yes,Yes,No,Yes,No,No,One Year,No,Credit Card,70.2,2894.55,564.16
446,446,33,No,Offer D,Yes,7.42,No,DSL,17.0,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,53.8,651.55,81.62
447,447,44,Yes,,Yes,37.6,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,88.4,5798.3,2519.2
448,448,60,No,,Yes,15.51,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,635.6,108.57
449,449,39,No,,Yes,28.13,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,6254.2,1800.32
450,450,25,Yes,,Yes,21.96,Yes,Fiber Optic,59.0,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.5,7544.0,1581.12
451,451,63,Yes,,Yes,5.65,No,Fiber Optic,26.0,No,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Credit Card,84.05,2909.95,192.1
452,452,25,Yes,Offer A,Yes,29.41,Yes,,,,,,,,,,Two Year,No,Credit Card,23.9,1663.5,2088.11
453,453,52,Yes,Offer B,Yes,12.96,Yes,Fiber Optic,7.0,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,84.65,5377.8,816.48
454,454,22,Yes,Offer B,Yes,13.25,Yes,Fiber Optic,47.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.3,7337.55,861.25
455,455,31,No,,Yes,29.81,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.6,35.85,59.62
456,456,50,Yes,Offer B,Yes,39.49,Yes,DSL,18.0,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,67.05,4309.55,2566.85
457,457,30,Yes,Offer B,Yes,10.79,Yes,Cable,41.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50.25,2203.65,453.18
458,458,19,Yes,,Yes,2.43,No,Cable,58.0,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,70.85,4973.4,172.53
459,459,19,No,,Yes,6.91,Yes,Fiber Optic,53.0,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,27.64
460,460,39,No,Offer B,Yes,19.66,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,75.35,3161.4,845.38
461,461,27,Yes,Offer A,Yes,35.33,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,24.75,1769.6,2543.76
462,462,46,Yes,,Yes,26.25,No,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.95,4122.9,1155.0
463,463,77,Yes,,Yes,7.92,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,106.35,3520.75,253.44
464,464,57,No,,Yes,21.61,No,Cable,27.0,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,52.7,3019.7,1210.16
465,465,41,Yes,Offer E,Yes,30.19,No,Cable,16.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.6,80.55,60.38
466,466,67,No,,Yes,31.83,No,Fiber Optic,10.0,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,108.15,4600.7,1368.69
467,467,38,No,,Yes,25.62,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,323.15,435.54
468,468,66,No,,Yes,29.8,No,Fiber Optic,16.0,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,1637.3,566.2
469,469,21,Yes,,Yes,35.31,Yes,,,,,,,,,,Two Year,Yes,Credit Card,24.5,740.3,1165.23
470,470,53,No,,Yes,16.13,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,19.8,309.4,241.95
471,471,66,No,Offer E,Yes,36.4,No,Fiber Optic,29.0,Yes,No,No,No,No,No,No,One Year,No,Bank Withdrawal,75.35,273.4,145.6
472,472,29,No,Offer C,Yes,24.67,Yes,Cable,59.0,No,No,No,No,No,No,No,One Year,Yes,Credit Card,51.55,1295.4,641.42
473,473,74,No,,Yes,17.62,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.4,2483.5,405.26
474,474,20,No,Offer D,Yes,43.78,Yes,DSL,47.0,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.05,1427.55,963.16
475,475,29,Yes,,Yes,23.55,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.2,1376.5,1624.95
476,476,30,No,Offer E,Yes,47.51,Yes,Fiber Optic,85.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,142.53
477,477,22,Yes,,Yes,15.09,Yes,Fiber Optic,85.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,7565.35,1086.48
478,478,41,No,,Yes,33.68,No,,,,,,,,,,Two Year,No,Credit Card,20.15,982.95,1616.64
479,479,31,No,,Yes,37.99,Yes,Fiber Optic,24.0,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.35,5794.45,2127.44
480,480,32,Yes,Offer B,Yes,41.34,Yes,Fiber Optic,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,2687.1
481,481,74,No,Offer E,Yes,39.63,No,Fiber Optic,23.0,No,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.75,159.4,79.26
482,482,48,Yes,,Yes,41.93,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,-3.0,1092.35,2264.22
483,483,71,No,Offer D,Yes,11.33,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,1752.55,203.94
484,484,28,Yes,,Yes,1.41,No,DSL,73.0,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1834.15,40.89
485,485,25,Yes,Offer A,Yes,35.9,Yes,Cable,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,78.35,5445.95,2513.0
486,486,33,Yes,,Yes,13.27,Yes,DSL,15.0,Yes,No,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,76.45,4519.5,782.93
487,487,52,Yes,Offer E,Yes,25.05,No,,,,,,,,,,Two Year,No,Credit Card,20.1,100.35,150.3
488,488,51,No,Offer B,Yes,2.83,Yes,,,,,,,,,,Two Year,No,Bank Withdrawal,26.0,1638.7,175.46
489,489,26,No,,Yes,36.48,No,DSL,59.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.35,141.5,109.44
490,490,37,No,,Yes,43.27,Yes,Fiber Optic,21.0,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,1990.42
491,491,36,Yes,Offer B,Yes,18.0,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.95,5718.2,954.0
492,492,23,Yes,,Yes,2.12,No,Fiber Optic,30.0,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,101.9,1667.25,31.8
493,493,41,No,,Yes,12.36,Yes,Fiber Optic,23.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,84.45,1059.55,148.32
494,494,49,Yes,Offer A,Yes,41.46,Yes,DSL,30.0,Yes,No,No,Yes,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,2819.28
495,495,24,Yes,Offer B,Yes,26.75,Yes,Cable,51.0,Yes,Yes,Yes,No,No,Yes,Yes,One Year,No,Credit Card,72.45,4653.85,1738.75
496,496,79,Yes,Offer C,Yes,25.84,Yes,Fiber Optic,15.0,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.6,2718.3,878.56
497,497,62,No,Offer E,Yes,32.12,No,Fiber Optic,10.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.25,512.45,160.6
498,498,55,No,,Yes,14.54,Yes,Cable,18.0,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.6,4449.75,770.62
499,499,75,No,Offer D,Yes,1.92,Yes,Fiber Optic,25.0,No,No,Yes,Yes,Yes,No,No,Two Year,No,Bank Withdrawal,93.9,1743.9,34.56
500,500,55,Yes,Offer D,Yes,44.12,Yes,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.4,313.0,529.44
501,501,59,Yes,,Yes,48.29,Yes,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.05,1709.15,3476.88
502,502,25,No,,Yes,21.37,No,DSL,30.0,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,61.15,4017.45,1410.42
503,503,35,No,,Yes,4.38,No,,,,,,,,,,One Year,No,Mailed Check,20.15,353.65,74.46
504,504,47,Yes,,Yes,31.7,Yes,,,,,,,,,,Month-to-Month,No,Credit Card,25.55,372.45,443.8
505,505,75,No,,Yes,39.51,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,84.8,546.95,276.57
506,506,35,Yes,Offer A,Yes,35.06,No,DSL,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.45,6033.1,2524.32
507,507,77,No,,Yes,2.98,No,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79.9,260.9,8.94
508,508,63,No,Offer E,Yes,34.79,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.15,238.15,313.11
509,509,35,Yes,Offer A,Yes,40.35,Yes,Fiber Optic,16.0,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,7009.5,2703.45
510,510,39,Yes,,No,,,DSL,6.0,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0
511,511,41,Yes,Offer A,Yes,24.93,No,DSL,15.0,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,No,Credit Card,67.95,4664.15,1745.1
512,512,21,Yes,Offer A,Yes,13.27,Yes,,,,,,,,,,Two Year,No,Credit Card,24.85,1871.85,955.44
513,513,42,No,Offer B,Yes,13.45,No,,,,,,,,,,Two Year,No,Mailed Check,19.9,868.1,591.8
514,514,36,Yes,,Yes,12.71,Yes,Fiber Optic,9.0,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,482.98
515,515,49,Yes,Offer A,Yes,22.67,Yes,DSL,29.0,Yes,No,Yes,No,Yes,No,No,Two Year,No,Credit Card,68.95,4858.7,1586.9
516,516,36,No,Offer B,Yes,24.13,No,Cable,16.0,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.2,2065.15,1109.98
517,517,67,Yes,,No,,,Cable,27.0,No,Yes,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,43.35,371.4,0.0
518,518,43,No,,Yes,16.81,No,,,,,,,,,,Two Year,No,Mailed Check,19.6,390.4,353.01
519,519,33,Yes,Offer B,Yes,10.76,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.1,634.84
520,520,22,Yes,Offer A,Yes,28.34,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,2012.14
521,521,61,No,,Yes,47.03,Yes,Fiber Optic,2.0,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,673.25,329.21
522,522,21,No,,No,,,Cable,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,63.4,348.8,0.0
523,523,47,Yes,Offer A,Yes,22.49,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.0,7297.75,1551.81
524,524,72,No,Offer B,Yes,9.1,Yes,DSL,16.0,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,79.75,4438.2,518.7
525,525,60,No,Offer D,Yes,19.57,No,DSL,29.0,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.65,985.05,410.97
